response_id,product,model,rank,product_raw,code,amount_reported,amount_unit,amount_currency,amount_chf,unit_basis,amount_note,share,alloc_basis,n_lines,response_uid,condition,prompt_key,attrs,budget_chf,risk_value,term_value,env_value,has_budget,has_risk,has_term,has_environment,category,tier
607,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,100.0,currency,CHF,100.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|17,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#17,budget_term_environment,1000.0,,one to three years,expansion,True,False,True,True,US-listed CEX,US regulated
607,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,400.0,currency,CHF,400.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|17,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#17,budget_term_environment,1000.0,,one to three years,expansion,True,False,True,True,US-listed CEX,US regulated
608,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,200.0,currency,CHF,200.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|20,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#20,budget_term_environment,1000.0,,one to three years,recovery,True,False,True,True,EU-regulated CEX,EU regulated
608,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,300.0,currency,CHF,300.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|20,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#20,budget_term_environment,1000.0,,one to three years,recovery,True,False,True,True,US-listed CEX,US regulated
608,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,100.0,currency,CHF,100.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|20,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#20,budget_term_environment,1000.0,,one to three years,recovery,True,False,True,True,US-listed CEX,US regulated
608,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,400.0,currency,CHF,400.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|20,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#20,budget_term_environment,1000.0,,one to three years,recovery,True,False,True,True,US-listed CEX,US regulated
609,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,200.0,currency,CHF,200.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|21,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#21,budget_term_environment,1000.0,,three to ten years,expansion,True,False,True,True,EU-regulated CEX,EU regulated
609,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,300.0,currency,CHF,300.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|21,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#21,budget_term_environment,1000.0,,three to ten years,expansion,True,False,True,True,US-listed CEX,US regulated
609,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,500.0,currency,CHF,500.0,prompt,,0.5,reported,2,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|21,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#21,budget_term_environment,1000.0,,three to ten years,expansion,True,False,True,True,US-listed CEX,US regulated
610,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,200.0,currency,CHF,200.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|23,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#23,budget_term_environment,1000.0,,three to ten years,recession,True,False,True,True,EU-regulated CEX,EU regulated
610,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,300.0,currency,CHF,300.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|23,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#23,budget_term_environment,1000.0,,three to ten years,recession,True,False,True,True,US-listed CEX,US regulated
610,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,500.0,currency,CHF,500.0,prompt,,0.5,reported,2,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|23,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#23,budget_term_environment,1000.0,,three to ten years,recession,True,False,True,True,US-listed CEX,US regulated
611,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,200.0,currency,CHF,200.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|22,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#22,budget_term_environment,1000.0,,three to ten years,crisis,True,False,True,True,EU-regulated CEX,EU regulated
611,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,300.0,currency,CHF,300.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|22,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#22,budget_term_environment,1000.0,,three to ten years,crisis,True,False,True,True,US-listed CEX,US regulated
611,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,500.0,currency,CHF,500.0,prompt,,0.5,reported,2,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|22,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#22,budget_term_environment,1000.0,,three to ten years,crisis,True,False,True,True,US-listed CEX,US regulated
612,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,200.0,currency,CHF,200.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|24,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#24,budget_term_environment,1000.0,,three to ten years,recovery,True,False,True,True,EU-regulated CEX,EU regulated
612,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,300.0,currency,CHF,300.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|24,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#24,budget_term_environment,1000.0,,three to ten years,recovery,True,False,True,True,US-listed CEX,US regulated
612,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,500.0,currency,CHF,500.0,prompt,,0.5,reported,2,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|24,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#24,budget_term_environment,1000.0,,three to ten years,recovery,True,False,True,True,US-listed CEX,US regulated
613,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|25,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#25,budget_term_environment,10000.0,,less than one year,expansion,True,False,True,True,EU-regulated CEX,EU regulated
613,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|25,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#25,budget_term_environment,10000.0,,less than one year,expansion,True,False,True,True,US-listed CEX,US regulated
613,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|25,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#25,budget_term_environment,10000.0,,less than one year,expansion,True,False,True,True,US-listed CEX,US regulated
613,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|25,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#25,budget_term_environment,10000.0,,less than one year,expansion,True,False,True,True,US-listed CEX,US regulated
614,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|27,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#27,budget_term_environment,10000.0,,less than one year,recession,True,False,True,True,EU-regulated CEX,EU regulated
614,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|27,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#27,budget_term_environment,10000.0,,less than one year,recession,True,False,True,True,US-listed CEX,US regulated
614,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|27,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#27,budget_term_environment,10000.0,,less than one year,recession,True,False,True,True,US-listed CEX,US regulated
614,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|27,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#27,budget_term_environment,10000.0,,less than one year,recession,True,False,True,True,US-listed CEX,US regulated
615,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|28,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#28,budget_term_environment,10000.0,,less than one year,recovery,True,False,True,True,EU-regulated CEX,EU regulated
615,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|28,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#28,budget_term_environment,10000.0,,less than one year,recovery,True,False,True,True,US-listed CEX,US regulated
615,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,5000.0,currency,CHF,5000.0,prompt,,0.5,reported,2,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|28,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#28,budget_term_environment,10000.0,,less than one year,recovery,True,False,True,True,US-listed CEX,US regulated
616,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|26,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#26,budget_term_environment,10000.0,,less than one year,crisis,True,False,True,True,EU-regulated CEX,EU regulated
616,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|26,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#26,budget_term_environment,10000.0,,less than one year,crisis,True,False,True,True,US-listed CEX,US regulated
616,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,5000.0,currency,CHF,5000.0,prompt,,0.5,reported,2,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|26,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#26,budget_term_environment,10000.0,,less than one year,crisis,True,False,True,True,US-listed CEX,US regulated
617,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|29,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#29,budget_term_environment,10000.0,,one to three years,expansion,True,False,True,True,EU-regulated CEX,EU regulated
617,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|29,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#29,budget_term_environment,10000.0,,one to three years,expansion,True,False,True,True,US-listed CEX,US regulated
617,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|29,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#29,budget_term_environment,10000.0,,one to three years,expansion,True,False,True,True,US-listed CEX,US regulated
617,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|29,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#29,budget_term_environment,10000.0,,one to three years,expansion,True,False,True,True,US-listed CEX,US regulated
618,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|30,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#30,budget_term_environment,10000.0,,one to three years,crisis,True,False,True,True,EU-regulated CEX,EU regulated
618,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|30,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#30,budget_term_environment,10000.0,,one to three years,crisis,True,False,True,True,US-listed CEX,US regulated
618,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|30,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#30,budget_term_environment,10000.0,,one to three years,crisis,True,False,True,True,US-listed CEX,US regulated
618,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|30,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#30,budget_term_environment,10000.0,,one to three years,crisis,True,False,True,True,US-listed CEX,US regulated
619,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|31,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#31,budget_term_environment,10000.0,,one to three years,recession,True,False,True,True,EU-regulated CEX,EU regulated
619,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|31,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#31,budget_term_environment,10000.0,,one to three years,recession,True,False,True,True,US-listed CEX,US regulated
619,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|31,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#31,budget_term_environment,10000.0,,one to three years,recession,True,False,True,True,US-listed CEX,US regulated
619,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|31,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#31,budget_term_environment,10000.0,,one to three years,recession,True,False,True,True,US-listed CEX,US regulated
620,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|32,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#32,budget_term_environment,10000.0,,one to three years,recovery,True,False,True,True,EU-regulated CEX,EU regulated
620,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|32,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#32,budget_term_environment,10000.0,,one to three years,recovery,True,False,True,True,US-listed CEX,US regulated
620,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|32,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#32,budget_term_environment,10000.0,,one to three years,recovery,True,False,True,True,US-listed CEX,US regulated
620,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|32,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#32,budget_term_environment,10000.0,,one to three years,recovery,True,False,True,True,US-listed CEX,US regulated
621,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|33,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#33,budget_term_environment,10000.0,,three to ten years,expansion,True,False,True,True,EU-regulated CEX,EU regulated
621,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|33,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#33,budget_term_environment,10000.0,,three to ten years,expansion,True,False,True,True,US-listed CEX,US regulated
621,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|33,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#33,budget_term_environment,10000.0,,three to ten years,expansion,True,False,True,True,US-listed CEX,US regulated
621,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|33,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#33,budget_term_environment,10000.0,,three to ten years,expansion,True,False,True,True,US-listed CEX,US regulated
622,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,20.0,currency,CHF,20.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|5,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#5,budget_term_environment,100.0,,one to three years,expansion,True,False,True,True,EU-regulated CEX,EU regulated
622,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,30.0,currency,CHF,30.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|5,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#5,budget_term_environment,100.0,,one to three years,expansion,True,False,True,True,US-listed CEX,US regulated
622,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,50.0,currency,CHF,50.0,prompt,,0.5,reported,2,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|5,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#5,budget_term_environment,100.0,,one to three years,expansion,True,False,True,True,US-listed CEX,US regulated
623,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|35,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#35,budget_term_environment,10000.0,,three to ten years,recession,True,False,True,True,EU-regulated CEX,EU regulated
623,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|35,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#35,budget_term_environment,10000.0,,three to ten years,recession,True,False,True,True,US-listed CEX,US regulated
623,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,5000.0,currency,CHF,5000.0,prompt,,0.5,reported,2,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|35,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#35,budget_term_environment,10000.0,,three to ten years,recession,True,False,True,True,US-listed CEX,US regulated
624,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,2000.0,currency,CHF,2000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|36,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#36,budget_term_environment,10000.0,,three to ten years,recovery,True,False,True,True,EU-regulated CEX,EU regulated
624,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,3000.0,currency,CHF,3000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|36,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#36,budget_term_environment,10000.0,,three to ten years,recovery,True,False,True,True,US-listed CEX,US regulated
624,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,1000.0,currency,CHF,1000.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|36,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#36,budget_term_environment,10000.0,,three to ten years,recovery,True,False,True,True,US-listed CEX,US regulated
624,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,4000.0,currency,CHF,4000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|36,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#36,budget_term_environment,10000.0,,three to ten years,recovery,True,False,True,True,US-listed CEX,US regulated
625,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,4000.0,currency,CHF,4000.0,prompt,,0.2,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|37,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#37,budget_term_environment,20000.0,,less than one year,expansion,True,False,True,True,EU-regulated CEX,EU regulated
625,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,6000.0,currency,CHF,6000.0,prompt,,0.3,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|37,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#37,budget_term_environment,20000.0,,less than one year,expansion,True,False,True,True,US-listed CEX,US regulated
625,Gemini,Claude Haiku 4.5,4,Gemini,GEMINI,2000.0,currency,CHF,2000.0,prompt,,0.1,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|37,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#37,budget_term_environment,20000.0,,less than one year,expansion,True,False,True,True,US-listed CEX,US regulated
625,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,8000.0,currency,CHF,8000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|37,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#37,budget_term_environment,20000.0,,less than one year,expansion,True,False,True,True,US-listed CEX,US regulated
626,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,5000.0,currency,CHF,5000.0,prompt,,0.25,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|38,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#38,budget_term_environment,20000.0,,less than one year,crisis,True,False,True,True,EU-regulated CEX,EU regulated
626,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,7000.0,currency,CHF,7000.0,prompt,,0.35,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|38,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#38,budget_term_environment,20000.0,,less than one year,crisis,True,False,True,True,US-listed CEX,US regulated
626,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,8000.0,currency,CHF,8000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|38,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#38,budget_term_environment,20000.0,,less than one year,crisis,True,False,True,True,US-listed CEX,US regulated
627,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,5000.0,currency,CHF,5000.0,prompt,,0.25,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|40,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#40,budget_term_environment,20000.0,,less than one year,recovery,True,False,True,True,EU-regulated CEX,EU regulated
627,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,7000.0,currency,CHF,7000.0,prompt,,0.35,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|40,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#40,budget_term_environment,20000.0,,less than one year,recovery,True,False,True,True,US-listed CEX,US regulated
627,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,8000.0,currency,CHF,8000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|40,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#40,budget_term_environment,20000.0,,less than one year,recovery,True,False,True,True,US-listed CEX,US regulated
628,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,5000.0,currency,CHF,5000.0,prompt,,0.25,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|39,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#39,budget_term_environment,20000.0,,less than one year,recession,True,False,True,True,EU-regulated CEX,EU regulated
628,Coinbase,Claude Haiku 4.5,2,Coinbase,COINBASE,7000.0,currency,CHF,7000.0,prompt,,0.35,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|39,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#39,budget_term_environment,20000.0,,less than one year,recession,True,False,True,True,US-listed CEX,US regulated
628,Kraken,Claude Haiku 4.5,1,Kraken,KRAKEN,8000.0,currency,CHF,8000.0,prompt,,0.4,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|39,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#39,budget_term_environment,20000.0,,less than one year,recession,True,False,True,True,US-listed CEX,US regulated
629,Bitstamp,Claude Haiku 4.5,3,Bitstamp,BITSTAMP,5000.0,currency,CHF,5000.0,prompt,,0.25,reported,1,exchanges-general-budget_term_environment|claude-haiku-4-5-20251001|20260824_1054|41,exchanges-general-budget_term_environment,exchanges-general-budget_term_environment#41,budget_term_environment,20000.0,,one to three years,expansion,True,False,True,True,EU-regulated CEX,EU regulated
